# Region type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.248         	-5.040455e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24825       	-5.040419e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2485        	-5.040450e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24875       	-5.040397e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.249         	-5.040345e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24925       	-5.040561e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2495        	-5.040099e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24975       	-5.040620e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25          	-5.040039e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25025       	-5.040546e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2505        	-5.040305e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25075       	-5.040013e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.251         	-5.040066e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25125       	-5.040040e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2515        	-5.040509e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25175       	-5.040125e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.252         	-5.040410e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25225       	-5.040179e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2525        	-5.040257e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25275       	-5.040201e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.253         	-5.040237e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25325       	-5.039999e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2535        	-5.040222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25375       	-5.040303e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.254         	-5.040037e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25425       	-5.039910e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2545        	-5.039928e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25475       	-5.039892e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.255         	-5.040375e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25525       	-5.040043e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2555        	-5.040199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25575       	-5.039888e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.256         	-5.039919e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25625       	-5.039865e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2565        	-5.040324e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25675       	-5.040019e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.257         	-5.040115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25725       	-5.039992e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2575        	-5.039801e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25775       	-5.040347e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.258         	-5.039842e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25825       	-5.040151e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2585        	-5.039919e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25875       	-5.040167e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.259         	-5.039807e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25925       	-5.039833e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2595        	-5.039782e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.25975       	-5.039767e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26          	-5.039762e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26025       	-5.039725e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2605        	-5.040105e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26075       	-5.039880e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.261         	-5.039716e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26125       	-5.039725e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2615        	-5.039695e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26175       	-5.040162e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.262         	-5.039872e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26225       	-5.040031e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2625        	-5.039560e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26275       	-5.040024e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.263         	-5.039852e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26325       	-5.039742e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2635        	-5.039516e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26375       	-5.039527e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.264         	-5.039506e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26425       	-5.039463e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2645        	-5.039999e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26475       	-5.039682e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.265         	-5.039513e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26525       	-5.039459e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2655        	-5.039446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26575       	-5.039428e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.266         	-5.039409e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26625       	-5.039375e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2665        	-5.039853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26675       	-5.039599e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.267         	-5.039532e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26725       	-5.039651e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2675        	-5.039388e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26775       	-5.039633e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.268         	-5.039483e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26825       	-5.039407e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2685        	-5.039496e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26875       	-5.039450e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.269         	-5.039282e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26925       	-5.039327e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2695        	-5.039055e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.26975       	-5.039040e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27          	-5.039592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27025       	-5.039250e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2705        	-5.039265e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27075       	-5.039191e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.271         	-5.039144e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27125       	-5.039352e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2715        	-5.039018e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27175       	-5.039210e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.272         	-5.039104e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27225       	-5.038903e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2725        	-5.038905e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27275       	-5.038886e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.273         	-5.038864e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27325       	-5.038694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2735        	-5.039383e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27375       	-5.038923e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.274         	-5.038946e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27425       	-5.038771e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2745        	-5.038786e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27475       	-5.038764e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.275         	-5.038588e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27525       	-5.038708e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2755        	-5.039133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27575       	-5.038852e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.276         	-5.038871e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27625       	-5.038753e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2765        	-5.038987e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27675       	-5.038811e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.277         	-5.038760e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27725       	-5.038609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2775        	-5.038846e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27775       	-5.038507e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.278         	-5.038674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27825       	-5.038567e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2785        	-5.038569e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27875       	-5.038726e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.279         	-5.038570e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27925       	-5.038488e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2795        	-5.038653e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.27975       	-5.038547e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28          	-5.038394e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28025       	-5.038399e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2805        	-5.038358e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28075       	-5.038119e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.281         	-5.038122e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28125       	-5.038042e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2815        	-5.038021e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28175       	-5.037999e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.282         	-5.037971e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28225       	-5.037947e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2825        	-5.037946e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28275       	-5.037902e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.283         	-5.038452e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28325       	-5.038095e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2835        	-5.038084e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28375       	-5.038060e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.284         	-5.037839e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28425       	-5.037851e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2845        	-5.037826e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28475       	-5.037746e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.285         	-5.037724e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28525       	-5.037701e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2855        	-5.037743e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28575       	-5.038194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.286         	-5.037821e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28625       	-5.038146e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2865        	-5.037660e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28675       	-5.037942e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.287         	-5.037817e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28725       	-5.037767e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2875        	-5.037829e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28775       	-5.037664e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.288         	-5.037661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28825       	-5.037654e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2885        	-5.037606e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28875       	-5.037388e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.289         	-5.037392e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28925       	-5.037369e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2895        	-5.037298e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.28975       	-5.037278e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29          	-5.037306e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29025       	-5.037617e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2905        	-5.037533e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29075       	-5.037458e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.291         	-5.037374e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29125       	-5.037412e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2915        	-5.037353e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29175       	-5.037352e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.292         	-5.037156e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29225       	-5.037105e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2925        	-5.037382e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29275       	-5.037169e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.293         	-5.037223e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29325       	-5.037108e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2935        	-5.037311e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29375       	-5.037070e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.294         	-5.037139e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29425       	-5.037063e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2945        	-5.037075e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29475       	-5.037034e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.295         	-5.037024e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29525       	-5.036762e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2955        	-5.036822e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29575       	-5.037058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.296         	-5.036862e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29625       	-5.036929e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2965        	-5.036864e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29675       	-5.036859e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.297         	-5.036837e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29725       	-5.036813e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2975        	-5.036800e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29775       	-5.036775e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.298         	-5.036760e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29825       	-5.036611e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2985        	-5.036620e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29875       	-5.036588e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.299         	-5.036867e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29925       	-5.036655e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2995        	-5.036715e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.29975       	-5.036615e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.3           	-5.036654e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
