# Region type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.077         	-5.617140e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07725       	-5.633652e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0775        	-5.549113e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07775       	-5.562816e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.078         	-5.465799e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07825       	-5.473679e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0785        	-5.366651e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07875       	-5.364526e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.079         	-5.250873e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07925       	-5.235115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0795        	-5.118916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07975       	-5.087471e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08          	-4.971671e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08025       	-4.924909e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0805        	-4.813367e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08075       	-4.752828e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.081         	-4.648669e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08125       	-4.578098e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0815        	-4.483703e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08175       	-4.409384e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.082         	-4.325816e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08225       	-4.254336e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0825        	-4.185587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08275       	-4.109333e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.083         	-4.063826e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08325       	-3.999822e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0835        	-3.957213e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08375       	-3.910569e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.084         	-3.880610e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08425       	-3.849279e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0845        	-3.833339e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08475       	-3.816355e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.085         	-3.813891e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08525       	-3.811749e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0855        	-3.821546e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08575       	-3.832624e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.086         	-3.852962e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08625       	-3.875146e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0865        	-3.904519e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08675       	-3.935790e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.087         	-3.972961e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08725       	-4.011781e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0875        	-4.054889e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08775       	-4.098570e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.088         	-4.145140e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08825       	-4.191759e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0885        	-4.239473e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08875       	-4.287472e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.089         	-4.334715e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08925       	-4.381299e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0895        	-4.427429e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08975       	-4.472201e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09          	-4.515633e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09025       	-4.556972e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0905        	-4.596863e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09075       	-4.635513e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.091         	-4.673351e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09125       	-4.701944e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0915        	-4.735016e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09175       	-4.763950e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.092         	-4.791560e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09225       	-4.816894e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0925        	-4.839893e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09275       	-4.861191e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.093         	-4.879889e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09325       	-4.897421e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0935        	-4.912830e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09375       	-4.926843e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.094         	-4.938824e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09425       	-4.950046e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0945        	-4.984261e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09475       	-4.982550e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.095         	-4.994355e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09525       	-4.997912e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0955        	-5.004206e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09575       	-5.008043e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.096         	-5.011986e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09625       	-5.015032e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0965        	-5.017807e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09675       	-5.020055e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.097         	-5.022121e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09725       	-5.024061e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0975        	-5.025443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09775       	-5.026918e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.098         	-5.028104e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09825       	-5.029387e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0985        	-5.030547e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09875       	-5.031723e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.099         	-5.032928e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09925       	-5.034171e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0995        	-5.035455e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09975       	-5.036813e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1           	-5.038377e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10025       	-5.039765e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1005        	-5.041502e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10075       	-5.046648e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101         	-5.047101e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10125       	-5.047061e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1015        	-5.049603e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10175       	-5.051766e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102         	-5.057674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10225       	-5.058184e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1025        	-5.062209e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10275       	-5.063913e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103         	-5.083248e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10325       	-5.082412e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1035        	-5.089507e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10375       	-5.090139e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104         	-5.093341e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10425       	-5.095660e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1045        	-5.098218e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10475       	-5.104367e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105         	-5.106694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10525       	-5.108189e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1055        	-5.111513e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10575       	-5.115123e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106         	-5.118474e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10625       	-5.120561e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1065        	-5.123984e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10675       	-5.126928e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107         	-5.130365e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10725       	-5.132533e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1075        	-5.135924e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10775       	-5.138655e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108         	-5.140780e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10825       	-5.143971e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1085        	-5.145779e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10875       	-5.148126e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109         	-5.149639e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10925       	-5.151731e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1095        	-5.153400e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10975       	-5.154899e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11          	-5.156555e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11025       	-5.157404e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1105        	-5.158796e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11075       	-5.159160e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111         	-5.160741e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11125       	-5.160365e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1115        	-5.161207e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11175       	-5.161113e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112         	-5.162114e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11225       	-5.160674e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1125        	-5.160914e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11275       	-5.160231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113         	-5.160023e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11325       	-5.159134e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1135        	-5.158347e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11375       	-5.157211e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114         	-5.156684e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11425       	-5.154725e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1145        	-5.154059e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11475       	-5.152310e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115         	-5.151135e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11525       	-5.149611e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1155        	-5.147725e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11575       	-5.146247e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116         	-5.144062e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11625       	-5.142767e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1165        	-5.140233e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11675       	-5.139115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117         	-5.136765e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11725       	-5.135115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1175        	-5.132789e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11775       	-5.131125e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118         	-5.129047e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11825       	-5.127251e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1185        	-5.124734e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11875       	-5.123235e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119         	-5.120687e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11925       	-5.123803e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1195        	-5.115544e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11975       	-5.115305e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12          	-5.112338e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12025       	-5.111385e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1205        	-5.108200e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12075       	-5.106876e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121         	-5.104541e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12125       	-5.102925e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1215        	-5.100976e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12175       	-5.099260e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.122         	-5.097166e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12225       	-5.095446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1225        	-5.093658e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12275       	-5.092446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.123         	-5.090129e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12325       	-5.088259e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1235        	-5.087164e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12375       	-5.084292e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.124         	-5.083794e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12425       	-5.081847e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1245        	-5.083864e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12475       	-5.080198e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.125         	-5.077859e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12525       	-5.075653e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1255        	-5.094306e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12575       	-5.087785e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.126         	-5.089279e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12625       	-5.086391e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1265        	-5.086086e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12675       	-5.086910e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.127         	-5.087587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12725       	-5.080752e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1275        	-5.079745e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12775       	-5.078563e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.128         	-5.077543e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12825       	-5.076546e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1285        	-5.074961e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12875       	-5.073979e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.129         	-5.073095e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12925       	-5.072083e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1295        	-5.070729e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12975       	-5.069957e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13          	-5.072897e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13025       	-5.071351e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1305        	-5.070843e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13075       	-5.065378e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.131         	-5.069833e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13125       	-5.066939e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1315        	-5.068026e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13175       	-5.061494e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.132         	-5.062840e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13225       	-5.061247e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1325        	-5.063672e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13275       	-5.063959e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.133         	-5.059127e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13325       	-5.059632e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1335        	-5.061925e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13375       	-5.060172e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.134         	-5.060133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13425       	-5.060060e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1345        	-5.059431e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13475       	-5.058783e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.135         	-5.057927e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13525       	-5.058402e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1355        	-5.057520e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13575       	-5.056140e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.136         	-5.056558e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13625       	-5.053430e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1365        	-5.057788e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13675       	-5.055038e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.137         	-5.055916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13725       	-5.054311e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1375        	-5.055145e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13775       	-5.053892e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.138         	-5.054363e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13825       	-5.053632e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1385        	-5.053771e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13875       	-5.053321e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.139         	-5.053581e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13925       	-5.052853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1395        	-5.053378e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.13975       	-5.052505e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14          	-5.052568e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14025       	-5.052186e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1405        	-5.052185e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14075       	-5.051676e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.141         	-5.051540e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14125       	-5.052038e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1415        	-5.051654e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14175       	-5.050968e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.142         	-5.052009e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14225       	-5.050704e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1425        	-5.051571e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14275       	-5.050855e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.143         	-5.050972e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14325       	-5.050450e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1435        	-5.050818e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14375       	-5.050208e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.144         	-5.051087e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14425       	-5.049620e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1445        	-5.063888e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14475       	-5.042506e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.145         	-5.063199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14525       	-5.061953e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1455        	-5.063056e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14575       	-5.061583e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.146         	-5.062156e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14625       	-5.061927e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1465        	-5.061998e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14675       	-5.061365e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.147         	-5.061419e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14725       	-5.061015e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1475        	-5.061188e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14775       	-5.060966e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.148         	-5.060941e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14825       	-5.060554e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1485        	-5.060294e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14875       	-5.059211e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.149         	-5.060175e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14925       	-5.059025e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1495        	-5.059741e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.14975       	-5.059744e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15          	-5.059894e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15025       	-5.058326e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1505        	-5.059320e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15075       	-5.058714e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.151         	-5.059141e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15125       	-5.058612e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1515        	-5.058827e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15175       	-5.058453e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.152         	-5.058316e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15225       	-5.058027e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1525        	-5.057988e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15275       	-5.058231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.153         	-5.058258e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15325       	-5.057609e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1535        	-5.057388e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15375       	-5.057147e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.154         	-5.057747e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15425       	-5.057134e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1545        	-5.056959e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15475       	-5.056681e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.155         	-5.056880e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15525       	-5.056458e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1555        	-5.056721e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15575       	-5.056421e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.156         	-5.056959e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15625       	-5.055895e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1565        	-5.056122e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15675       	-5.055478e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.157         	-5.055657e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15725       	-5.055566e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1575        	-5.055427e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15775       	-5.055278e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.158         	-5.055302e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15825       	-5.055208e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1585        	-5.056374e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15875       	-5.054473e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.159         	-5.054902e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15925       	-5.054297e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1595        	-5.054600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.15975       	-5.054099e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16          	-5.054171e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16025       	-5.053946e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1605        	-5.054149e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16075       	-5.053483e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.161         	-5.053873e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16125       	-5.053239e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1615        	-5.053412e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16175       	-5.053165e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.162         	-5.053001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16225       	-5.052923e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
