# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
337           	1.546481e-01	4.185354e-01	6.441159e-02	1.868539e-01	-1.224423e-01
338           	1.545132e-01	4.183431e-01	6.451144e-02	1.867689e-01	-1.222575e-01
339           	1.543629e-01	4.181478e-01	6.458362e-02	1.866547e-01	-1.220711e-01
340           	1.542336e-01	4.179425e-01	6.472373e-02	1.865955e-01	-1.218717e-01
341           	1.541252e-01	4.177900e-01	6.484512e-02	1.865478e-01	-1.217026e-01
342           	1.540427e-01	4.175986e-01	6.503826e-02	1.865618e-01	-1.215236e-01
343           	1.539960e-01	4.174645e-01	6.520113e-02	1.865965e-01	-1.213954e-01
344           	1.540005e-01	4.173747e-01	6.535535e-02	1.866782e-01	-1.213228e-01
345           	1.540167e-01	4.173102e-01	6.544319e-02	1.867383e-01	-1.212951e-01
346           	1.540498e-01	4.172193e-01	6.553488e-02	1.868173e-01	-1.212824e-01
347           	1.541078e-01	4.171565e-01	6.558476e-02	1.869002e-01	-1.213154e-01
348           	1.541642e-01	4.170524e-01	6.564664e-02	1.869875e-01	-1.213409e-01
349           	1.542302e-01	4.169822e-01	6.563833e-02	1.870494e-01	-1.214110e-01
350           	1.542708e-01	4.168828e-01	6.562511e-02	1.870834e-01	-1.214583e-01
351           	1.542603e-01	4.167525e-01	6.555048e-02	1.870356e-01	-1.214851e-01
352           	1.542360e-01	4.165813e-01	6.553482e-02	1.870035e-01	-1.214686e-01
353           	1.541758e-01	4.164377e-01	6.544772e-02	1.868997e-01	-1.214520e-01
354           	1.540699e-01	4.162049e-01	6.541941e-02	1.867797e-01	-1.213602e-01
355           	1.539196e-01	4.159494e-01	6.534491e-02	1.865920e-01	-1.212471e-01
356           	1.537790e-01	4.156667e-01	6.535888e-02	1.864584e-01	-1.210995e-01
357           	1.536450e-01	4.154026e-01	6.530364e-02	1.862968e-01	-1.209931e-01
358           	1.535618e-01	4.151295e-01	6.533217e-02	1.862279e-01	-1.208957e-01
359           	1.535383e-01	4.149302e-01	6.531793e-02	1.861972e-01	-1.208793e-01
360           	1.535381e-01	4.147467e-01	6.530821e-02	1.861922e-01	-1.208840e-01
361           	1.535313e-01	4.145337e-01	6.521127e-02	1.861370e-01	-1.209257e-01
362           	1.535136e-01	4.142668e-01	6.513874e-02	1.860830e-01	-1.209443e-01
363           	1.534939e-01	4.140242e-01	6.502465e-02	1.860062e-01	-1.209816e-01
364           	1.534752e-01	4.137900e-01	6.496721e-02	1.859588e-01	-1.209916e-01
365           	1.534484e-01	4.136138e-01	6.484994e-02	1.858734e-01	-1.210234e-01
366           	1.534067e-01	4.134373e-01	6.479066e-02	1.858021e-01	-1.210114e-01
367           	1.533700e-01	4.133198e-01	6.466111e-02	1.857006e-01	-1.210394e-01
368           	1.533334e-01	4.132057e-01	6.456532e-02	1.856160e-01	-1.210507e-01
369           	1.533085e-01	4.131585e-01	6.439722e-02	1.855071e-01	-1.211099e-01
370           	1.532973e-01	4.131238e-01	6.429829e-02	1.854464e-01	-1.211481e-01
371           	1.533058e-01	4.131280e-01	6.419268e-02	1.854021e-01	-1.212095e-01
372           	1.533233e-01	4.131240e-01	6.415942e-02	1.854030e-01	-1.212436e-01
373           	1.533474e-01	4.131518e-01	6.406915e-02	1.853820e-01	-1.213128e-01
374           	1.533371e-01	4.131216e-01	6.401519e-02	1.853447e-01	-1.213295e-01
375           	1.532987e-01	4.130728e-01	6.391340e-02	1.852554e-01	-1.213420e-01
376           	1.532700e-01	4.130478e-01	6.390577e-02	1.852229e-01	-1.213171e-01
377           	1.532356e-01	4.130415e-01	6.388818e-02	1.851797e-01	-1.212915e-01
378           	1.532333e-01	4.131269e-01	6.394063e-02	1.852037e-01	-1.212630e-01
379           	1.532649e-01	4.133177e-01	6.400190e-02	1.852659e-01	-1.212640e-01
380           	1.533289e-01	4.135540e-01	6.418245e-02	1.854201e-01	-1.212377e-01
381           	1.534027e-01	4.138187e-01	6.432690e-02	1.855662e-01	-1.212393e-01
382           	1.534752e-01	4.140523e-01	6.449597e-02	1.857232e-01	-1.212272e-01
383           	1.535482e-01	4.142832e-01	6.456643e-02	1.858314e-01	-1.212649e-01
384           	1.536219e-01	4.144714e-01	6.461014e-02	1.859270e-01	-1.213168e-01
385           	1.536793e-01	4.146347e-01	6.451630e-02	1.859375e-01	-1.214212e-01
386           	1.537252e-01	4.147558e-01	6.440311e-02	1.859268e-01	-1.215236e-01
387           	1.537609e-01	4.148745e-01	6.418558e-02	1.858537e-01	-1.216681e-01
388           	1.538125e-01	4.150060e-01	6.399805e-02	1.858116e-01	-1.218135e-01
389           	1.538665e-01	4.151892e-01	6.372819e-02	1.857306e-01	-1.220024e-01
390           	1.539192e-01	4.153689e-01	6.352921e-02	1.856838e-01	-1.221546e-01
391           	1.539862e-01	4.156199e-01	6.334443e-02	1.856584e-01	-1.223139e-01
392           	1.540917e-01	4.159443e-01	6.328665e-02	1.857350e-01	-1.224483e-01
393           	1.542161e-01	4.163677e-01	6.321996e-02	1.858261e-01	-1.226061e-01
394           	1.543643e-01	4.167988e-01	6.325764e-02	1.859931e-01	-1.227355e-01
395           	1.545048e-01	4.172666e-01	6.321736e-02	1.861135e-01	-1.228962e-01
396           	1.546799e-01	4.177095e-01	6.328362e-02	1.863217e-01	-1.230381e-01
397           	1.548184e-01	4.181379e-01	6.324887e-02	1.864428e-01	-1.231939e-01
398           	1.549303e-01	4.184578e-01	6.327737e-02	1.865689e-01	-1.232916e-01
399           	1.549922e-01	4.186857e-01	6.327234e-02	1.866284e-01	-1.233560e-01
400           	1.550289e-01	4.188287e-01	6.330700e-02	1.866824e-01	-1.233754e-01
401           	1.549991e-01	4.188872e-01	6.328128e-02	1.866397e-01	-1.233584e-01
402           	1.549308e-01	4.188318e-01	6.330019e-02	1.865809e-01	-1.232807e-01
403           	1.548105e-01	4.187345e-01	6.327289e-02	1.864469e-01	-1.231740e-01
404           	1.546673e-01	4.185368e-01	6.334703e-02	1.863408e-01	-1.229938e-01
405           	1.545249e-01	4.183554e-01	6.342288e-02	1.862363e-01	-1.228135e-01
406           	1.543838e-01	4.181256e-01	6.354648e-02	1.861571e-01	-1.226106e-01
407           	1.542443e-01	4.179265e-01	6.361432e-02	1.860514e-01	-1.224371e-01
408           	1.541333e-01	4.177213e-01	6.374646e-02	1.860065e-01	-1.222601e-01
409           	1.540606e-01	4.175879e-01	6.386359e-02	1.859924e-01	-1.221288e-01
410           	1.540255e-01	4.174316e-01	6.403571e-02	1.860433e-01	-1.220076e-01
411           	1.540155e-01	4.173344e-01	6.416588e-02	1.860984e-01	-1.219326e-01
412           	1.540490e-01	4.172808e-01	6.429732e-02	1.861976e-01	-1.219003e-01
413           	1.540824e-01	4.172377e-01	6.437130e-02	1.862680e-01	-1.218967e-01
414           	1.541235e-01	4.171634e-01	6.446795e-02	1.863575e-01	-1.218895e-01
415           	1.541650e-01	4.171174e-01	6.452205e-02	1.864260e-01	-1.219040e-01
416           	1.542026e-01	4.170117e-01	6.460186e-02	1.865035e-01	-1.219016e-01
417           	1.542211e-01	4.169306e-01	6.459494e-02	1.865186e-01	-1.219237e-01
418           	1.542214e-01	4.168270e-01	6.457899e-02	1.865108e-01	-1.219319e-01
419           	1.541752e-01	4.166846e-01	6.453199e-02	1.864412e-01	-1.219092e-01
420           	1.541182e-01	4.165016e-01	6.452505e-02	1.863807e-01	-1.218557e-01
421           	1.540441e-01	4.163502e-01	6.448007e-02	1.862842e-01	-1.218041e-01
422           	1.539492e-01	4.161465e-01	6.446922e-02	1.861838e-01	-1.217146e-01
423           	1.538267e-01	4.159333e-01	6.443184e-02	1.860426e-01	-1.216108e-01
424           	1.537331e-01	4.157238e-01	6.444052e-02	1.859534e-01	-1.215128e-01
425           	1.536606e-01	4.155455e-01	6.440401e-02	1.858626e-01	-1.214586e-01
426           	1.536278e-01	4.153625e-01	6.440285e-02	1.858292e-01	-1.214263e-01
427           	1.536349e-01	4.152411e-01	6.434346e-02	1.858066e-01	-1.214632e-01
428           	1.536836e-01	4.151359e-01	6.433109e-02	1.858491e-01	-1.215180e-01
429           	1.536983e-01	4.149812e-01	6.423495e-02	1.858158e-01	-1.215809e-01
430           	1.536923e-01	4.147594e-01	6.415791e-02	1.857713e-01	-1.216134e-01
431           	1.536723e-01	4.145474e-01	6.402294e-02	1.856838e-01	-1.216609e-01
432           	1.536398e-01	4.143175e-01	6.393264e-02	1.856061e-01	-1.216735e-01
433           	1.535944e-01	4.141276e-01	6.377906e-02	1.854839e-01	-1.217049e-01
434           	1.535253e-01	4.139173e-01	6.367828e-02	1.853645e-01	-1.216862e-01
435           	1.534644e-01	4.137623e-01	6.352045e-02	1.852246e-01	-1.217042e-01
436           	1.533888e-01	4.135910e-01	6.337882e-02	1.850782e-01	-1.216994e-01
437           	1.533751e-01	4.135133e-01	6.323000e-02	1.849901e-01	-1.217601e-01
438           	1.533690e-01	4.134720e-01	6.313111e-02	1.849346e-01	-1.218034e-01
439           	1.534009e-01	4.135093e-01	6.302247e-02	1.849121e-01	-1.218896e-01
440           	1.534453e-01	4.135321e-01	6.303970e-02	1.849651e-01	-1.219254e-01
441           	1.535075e-01	4.136095e-01	6.302905e-02	1.850220e-01	-1.219929e-01
442           	1.535359e-01	4.136444e-01	6.304693e-02	1.850594e-01	-1.220125e-01
443           	1.535463e-01	4.136771e-01	6.300981e-02	1.850512e-01	-1.220414e-01
444           	1.535370e-01	4.137122e-01	6.302032e-02	1.850472e-01	-1.220269e-01
445           	1.535245e-01	4.137514e-01	6.300884e-02	1.850289e-01	-1.220201e-01
446           	1.535217e-01	4.138279e-01	6.307491e-02	1.850591e-01	-1.219842e-01
447           	1.535384e-01	4.139825e-01	6.312445e-02	1.851006e-01	-1.219761e-01
448           	1.535865e-01	4.141825e-01	6.327879e-02	1.852258e-01	-1.219471e-01
449           	1.536387e-01	4.143962e-01	6.338248e-02	1.853299e-01	-1.219474e-01
450           	1.536814e-01	4.145751e-01	6.351189e-02	1.854374e-01	-1.219255e-01
451           	1.537382e-01	4.147631e-01	6.354458e-02	1.855105e-01	-1.219659e-01
452           	1.537930e-01	4.148915e-01	6.359870e-02	1.855923e-01	-1.219936e-01
453           	1.538411e-01	4.150058e-01	6.351713e-02	1.855997e-01	-1.220826e-01
454           	1.538806e-01	4.150757e-01	6.342362e-02	1.855924e-01	-1.221688e-01
455           	1.539180e-01	4.151605e-01	6.321606e-02	1.855260e-01	-1.223099e-01
456           	1.539838e-01	4.152860e-01	6.304461e-02	1.855061e-01	-1.224615e-01
457           	1.540481e-01	4.154788e-01	6.277812e-02	1.854371e-01	-1.226590e-01
458           	1.541175e-01	4.156809e-01	6.260888e-02	1.854219e-01	-1.228131e-01
459           	1.541831e-01	4.159338e-01	6.246038e-02	1.854133e-01	-1.229529e-01
460           	1.542810e-01	4.162492e-01	6.246271e-02	1.855123e-01	-1.230496e-01
461           	1.543873e-01	4.166373e-01	6.248598e-02	1.856303e-01	-1.231443e-01
462           	1.545148e-01	4.170496e-01	6.257614e-02	1.858029e-01	-1.232267e-01
463           	1.546296e-01	4.174873e-01	6.259724e-02	1.859282e-01	-1.233310e-01
464           	1.547629e-01	4.179115e-01	6.267493e-02	1.861003e-01	-1.234254e-01
465           	1.548652e-01	4.182834e-01	6.271099e-02	1.862207e-01	-1.235097e-01
466           	1.549634e-01	4.185972e-01	6.277244e-02	1.863497e-01	-1.235772e-01
467           	1.550095e-01	4.188048e-01	6.280926e-02	1.864141e-01	-1.236048e-01
468           	1.550445e-01	4.189402e-01	6.286203e-02	1.864756e-01	-1.236135e-01
469           	1.550173e-01	4.189882e-01	6.286262e-02	1.864486e-01	-1.235860e-01
470           	1.549597e-01	4.189617e-01	6.286628e-02	1.863928e-01	-1.235265e-01
471           	1.548682e-01	4.188607e-01	6.292126e-02	1.863288e-01	-1.234076e-01
472           	1.547726e-01	4.187322e-01	6.300085e-02	1.862730e-01	-1.232721e-01
473           	1.546473e-01	4.185520e-01	6.311376e-02	1.862041e-01	-1.230904e-01
474           	1.545139e-01	4.183568e-01	6.320534e-02	1.861165e-01	-1.229112e-01
475           	1.543583e-01	4.181256e-01	6.331412e-02	1.860154e-01	-1.227012e-01
476           	1.542565e-01	4.179274e-01	6.345126e-02	1.859821e-01	-1.225309e-01
477           	1.541734e-01	4.177592e-01	6.362076e-02	1.859838e-01	-1.223630e-01
478           	1.541300e-01	4.175911e-01	6.383687e-02	1.860485e-01	-1.222116e-01
479           	1.540824e-01	4.174491e-01	6.401324e-02	1.860891e-01	-1.220758e-01
480           	1.540885e-01	4.173535e-01	6.420563e-02	1.861913e-01	-1.219857e-01
481           	1.540814e-01	4.172430e-01	6.435063e-02	1.862567e-01	-1.219061e-01
482           	1.540977e-01	4.171245e-01	6.449166e-02	1.863435e-01	-1.218519e-01
483           	1.540998e-01	4.170125e-01	6.458268e-02	1.863911e-01	-1.218085e-01
484           	1.541160e-01	4.168543e-01	6.470783e-02	1.864699e-01	-1.217620e-01
485           	1.541006e-01	4.166980e-01	6.475400e-02	1.864777e-01	-1.217236e-01
486           	1.540887e-01	4.165514e-01	6.477933e-02	1.864783e-01	-1.216990e-01
487           	1.540299e-01	4.163839e-01	6.474570e-02	1.864027e-01	-1.216570e-01
488           	1.539732e-01	4.162037e-01	6.474664e-02	1.863465e-01	-1.215999e-01
489           	1.538775e-01	4.160128e-01	6.470588e-02	1.862305e-01	-1.215246e-01
490           	1.537562e-01	4.157793e-01	6.469417e-02	1.861033e-01	-1.214091e-01
491           	1.536370e-01	4.155316e-01	6.470215e-02	1.859881e-01	-1.212859e-01
492           	1.535360e-01	4.153098e-01	6.469465e-02	1.858834e-01	-1.211887e-01
493           	1.534725e-01	4.151176e-01	6.466390e-02	1.858044e-01	-1.211405e-01
494           	1.534656e-01	4.149554e-01	6.467485e-02	1.858030e-01	-1.211281e-01
495           	1.534852e-01	4.148321e-01	6.463307e-02	1.858017e-01	-1.211686e-01
496           	1.535198e-01	4.146832e-01	6.462058e-02	1.858301e-01	-1.212095e-01
497           	1.535146e-01	4.144793e-01	6.453457e-02	1.857819e-01	-1.212473e-01
498           	1.534959e-01	4.142371e-01	6.448568e-02	1.857387e-01	-1.212530e-01
499           	1.534728e-01	4.140419e-01	6.436159e-02	1.856536e-01	-1.212920e-01
500           	1.534673e-01	4.138655e-01	6.431874e-02	1.856267e-01	-1.213080e-01
